type,sourceName,sourceVersion,productType,device,Date,endDate,activityType,duration,durationUnit,totalEnergyBurned,totalDistance,totalSwimmingStrokeCount,totalFlightsClimbed,HKAverageMETs,HKIndoorWorkout,HKWeatherHumidity,HKWeatherTemperature,HKTimeZone
HKWorkoutTypeIdentifier,James’s Apple Watch,7.5,"Watch6,2","<<HKDevice: 0x283a8cb90>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch6,2, software:7.5>",2022-03-15 23:57:25 +0000,2022-03-16 01:10:40 +0000,TraditionalStrengthTraining,4394.5187430381775,sec,843.439 kcal,,,,7.92321 kcal/hr·kg,0,3800 %,55.4 degF,America/Los_Angeles
HKWorkoutTypeIdentifier,James’s Apple Watch,7.5,"Watch6,2","<<HKDevice: 0x283a8cb90>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch6,2, software:7.5>",2022-03-16 22:54:34 +0000,2022-03-16 23:53:37 +0000,TraditionalStrengthTraining,3542.6122550964355,sec,811.032 kcal,,,,9.57006 kcal/hr·kg,0,3700 %,53.6 degF,America/Los_Angeles
HKWorkoutTypeIdentifier,James’s Apple Watch,7.5,"Watch6,2","<<HKDevice: 0x283a8cb90>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch6,2, software:7.5>",2022-03-21 22:26:56 +0000,2022-03-21 23:42:19 +0000,TraditionalStrengthTraining,4523.151112914085,sec,920.87 kcal,,,,8.49554 kcal/hr·kg,0,7400 %,44.6 degF,America/Los_Angeles
HKWorkoutTypeIdentifier,James’s Apple Watch,7.5,"Watch6,2","<<HKDevice: 0x283a8cb90>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch6,2, software:7.5>",2022-03-23 23:02:33 +0000,2022-03-24 00:12:07 +0000,TraditionalStrengthTraining,4174.560042023659,sec,891.381 kcal,,,,8.92733 kcal/hr·kg,0,5800 %,60.8 degF,America/Los_Angeles
HKWorkoutTypeIdentifier,James’s Apple Watch,7.5,"Watch6,2","<<HKDevice: 0x283a8cb90>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch6,2, software:7.5>",2022-03-28 22:38:53 +0000,2022-03-28 23:49:14 +0000,TraditionalStrengthTraining,4220.166764974594,sec,852.485 kcal,,,,8.30147 kcal/hr·kg,0,2500 %,68 degF,America/Los_Angeles
HKWorkoutTypeIdentifier,James’s Apple Watch,7.5,"Watch6,2","<<HKDevice: 0x283a8cb90>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch6,2, software:7.5>",2022-03-29 22:54:56 +0000,2022-03-29 23:35:44 +0000,TraditionalStrengthTraining,2448.984612107277,sec,473.859 kcal,,,,7.88821 kcal/hr·kg,0,3000 %,64.4 degF,America/Los_Angeles
HKWorkoutTypeIdentifier,James’s Apple Watch,7.5,"Watch6,2","<<HKDevice: 0x283a8cb90>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch6,2, software:7.5>",2022-03-30 22:32:06 +0000,2022-03-30 23:42:49 +0000,TraditionalStrengthTraining,4243.642662882805,sec,653.629 kcal,,,,6.0261 kcal/hr·kg,0,3300 %,55.4 degF,America/Los_Angeles
HKWorkoutTypeIdentifier,James’s Apple Watch,7.5,"Watch6,2","<<HKDevice: 0x283a8cb90>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch6,2, software:7.5>",2022-04-01 23:46:33 +0000,2022-04-02 00:53:22 +0000,TraditionalStrengthTraining,4008.8269480466843,sec,723.996 kcal,,,,7.36515 kcal/hr·kg,0,3400 %,55.4 degF,America/Los_Angeles
HKWorkoutTypeIdentifier,James’s Apple Watch,7.5,"Watch6,2","<<HKDevice: 0x283a8cb90>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch6,2, software:7.5>",2022-04-02 21:46:36 +0000,2022-04-02 22:50:18 +0000,TraditionalStrengthTraining,3821.98666203022,sec,556.402 kcal,,,,5.72574 kcal/hr·kg,0,2900 %,55.4 degF,America/Los_Angeles
HKWorkoutTypeIdentifier,James’s Apple Watch,7.5,"Watch6,2","<<HKDevice: 0x283a8cb90>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch6,2, software:7.5>",2022-04-04 22:39:47 +0000,2022-04-04 23:43:01 +0000,TraditionalStrengthTraining,3793.9826411008835,sec,531.183 kcal,,,,5.23255 kcal/hr·kg,0,2600 %,51.8 degF,America/Los_Angeles
HKWorkoutTypeIdentifier,James’s Apple Watch,7.5,"Watch6,2","<<HKDevice: 0x283a8cb90>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch6,2, software:7.5>",2022-04-06 22:43:56 +0000,2022-04-07 00:08:50 +0000,TraditionalStrengthTraining,5093.389006018639,sec,646.568 kcal,,,,4.66382 kcal/hr·kg,0,2600 %,55.4 degF,America/Los_Angeles
HKWorkoutTypeIdentifier,James’s Apple Watch,7.5,"Watch6,2","<<HKDevice: 0x283a8cb90>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch6,2, software:7.5>",2022-04-14 23:30:17 +0000,2022-04-15 00:34:32 +0000,TraditionalStrengthTraining,3854.14750289917,sec,875.994 kcal,,,,9.54486 kcal/hr·kg,0,3900 %,41 degF,America/Los_Angeles
